Relation Phrase,Cluster ID
compared to previous month,2732
measured in month,2732
fell into,2733
fell in,2733
falling in,2733
had a fall in,2733
time reference,2734
Time Reference,2734
referenced in time,2734
has time reference,2734
from previous month,2735
previous month,2735
in month,2736
In Month,2736
for month,2737
in month of,2737
for month of,2737
caused to fall,2738
caused fall in,2738
fall caused by,2738
fell due to,2739
has fallen due to,2739
falling due to,2739
start falling due to,2739
fell because of,2739
price trend during,2740
price trend,2740
fell to,2741
fell from,2741
fell by,2742
fell by in,2742
could become,2743
can become,2743
displayed robust growth,2744
growth sustained by,2744
showed sustained growth,2744
decrease time,2745
decrease time period,2745
decrease in period,2745
time of decrease to,2746
time of decrease,2746
time of decrease from,2746
risen to level,2747
risen to levels above,2747
registered decrease on,2748
recorded decline in,2748
recorded decrease,2748
recorded decline less than,2748
include contributing factor,2749
contributing factor,2749
contributing factors,2749
contributory factor to,2749
remain favourable for,2750
remained favourable during,2750
Above levels from,2751
above level,2751
achieved through,2752
achieve through,2752
is achieved by,2752
achieved by,2752
achieved with,2752
also for,2753
also has,2753
also use,2753
time of expected rise,2754
time of forecast for increase,2754
should be,2755
should,2755
rate value,2756
with rate value,2756
Rate Value,2756
implemented across,2757
used across,2757
applied across,2757
declining at pace,2758
assess decline pace,2758
have decline pace in,2758
declined despite increase in,2759
declined due to rising,2759
declines with increase in,2760
declines with increasing,2760
currently assessed as,2761
current assessment,2761
contributors,2762
were contributors to,2762
shows changes in,2763
indicates change in,2763
needed to assess,2764
requires to assess after,2764
requested assessment of,2764
were asked to assess,2764
need to evaluate,2764
requested to assess,2764
will evaluate,2765
will assess,2765
implies change to,2766
suggested change in,2766
suggests change in,2766
assesses for,2767
assesses,2767
used to assess,2768
used for assessing,2768
used for evaluating,2768
useful for assessing,2769
important for assessing,2769
important to use to evaluate,2769
relevant for assessing,2769
equals,2770
Equals,2770
revised in projections,2771
projections revised by,2771
projection revised compared with,2771
post revision value,2772
pre revision value,2772
changed compared to,2773
change compared to,2773
has downward revisions due to,2774
downward revision caused by,2774
has revision status,2775
revision status,2775
revised status,2776
revised status for,2776
change after,2777
change during,2777
changed during,2777
change time period,2778
change timeframe,2778
time period of change,2778
transitions from,2779
transitions to,2779
transition of,2779
refers to transition from,2780
describes transition from to,2780
refers to transition to,2780
to make transition to,2780
time of change from,2781
time of change,2781
time of change to,2781
CHANGE TIME,2781
changed time to,2782
changed time from,2782
includes changes in,2783
includes change,2783
evaluated in,2784
evaluated by,2784
change in period from,2785
change in period,2785
change in period till,2785
changed during period,2786
change during period,2786
has become,2787
has turned to,2787
has become more,2787
based on comparison with,2788
based on comparison,2788
based on for comparison,2788
equivalent to,2789
is equivalent to,2789
equivalent of,2789
Equal to,2790
equal to,2790
equals to,2790
is equal to,2790
equal for,2790
revision in,2791
have revisions,2791
includes revision of,2791
revision,2791
revision for,2791
revision by,2791
has revision for,2791
has revision,2791
revision of,2791
revision contributed by,2792
contributed to revision,2792
provides assessment over,2793
provides assessment on,2793
provides assessment of,2793
in assessing,2794
assessing,2794
expects to end,2795
expected to end,2795
expected to end prior to,2796
expected to end before,2796
transitioned into,2797
has transitioned in,2797
is assessed as,2798
is assessed by,2798
assessed with,2798
assessed,2798
assessed by,2798
is assessed from,2798
assessed in,2798
assessed to be,2798
assessed for,2798
assessment of,2799
assessment for,2799
assessment in,2799
varies over time,2800
vary over time,2800
Change Over Time,2801
changed over time,2801
changes over time,2801
change over time,2801
compared to previous time,2802
comparison with previous,2802
comparison with previous period,2802
compared to previous period,2802
comparison with previous years,2802
revised in comparison to,2803
revised compared to,2803
revised compared with,2803
revised up compared to,2803
revised down compared to,2804
has been revised down compared to,2804
comparison period,2805
compared period,2805
comparison with period,2805
compared periods,2805
similar for,2806
similar in,2806
similarly to,2806
similar to,2806
become,2807
became,2807
becomes,2807
revised downwards,2808
revised downwards for,2808
revision downward by,2809
revision downwards for,2809
revised sharply upwards,2810
revised upwards significantly in,2810
comparison time frame,2811
compared with timeframe,2811
compared to time period,2811
timeframe of comparison,2811
has difference with,2812
had difference,2812
has difference,2812
is in contrast to,2813
in contrast to,2813
changed over,2814
changes over,2814
Compared with time,2815
compares with time,2815
compared to time,2815
compared time,2816
Comparison Time,2816
time comparison,2816
comparison time,2816
difference from,2817
refer to difference between,2817
difference,2817
is the difference between,2817
difference compared to,2817
difference in,2817
difference between,2817
contrasted with,2818
is contrasted by,2818
contrasts with,2819
contrast with,2819
revised down in,2820
revised down,2820
revised down for,2820
Revised down by,2821
revised down by,2821
has upward revision compared to,2822
upward revision compared with,2822
transmitted,2823
transmission via,2823
transmitted through,2823
transmitted across,2823
transmitted via,2823
transmission to,2823
transmitted to,2823
transmit to,2823
being transmitted to,2823
are transmitted to,2823
delivered through,2823
transmits,2823
transmitted with,2823
transmitted towards,2823
differed across,2824
differed somewhat across,2824
different across,2824
differs across,2824
vary in,2825
vary with,2825
vary because of,2825
vary by,2825
has variations due to,2826
has variations in,2826
variations in,2826
variation in,2826
variation of,2826
has variation,2826
variations,2826
variation,2826
variant of,2827
is variant of,2827
switched from,2828
switched to,2828
switch from,2829
switch between,2829
comparable to,2830
comparable with,2830
Revised upwards,2831
revised upwards due to,2831
revised upwards for,2831
revised upwards,2831
upward revision stems from,2832
upward revision due to,2832
has upward revisions due to,2832
upward revision in,2832
revision upwards for,2832
supplied,2833
supplied to,2833
varies among,2834
varies from,2834
varies based on,2834
varies with,2834
varies due to,2834
varies across,2834
varies between,2834
varies in,2834
varies according to,2834
due to changes in,2835
change due to,2835
revised up over,2836
revised over,2836
lasts until,2837
lasted from,2837
lasts for,2837
lasted until,2837
different from,2838
is different from,2838
varied across,2839
varied substantially across,2839
varied substantially over,2839
vary across,2839
variation across,2839
varied,2840
varied in,2840
varied from,2840
varied with,2840
varied due to,2840
varied along,2840
vary among,2840
varied among,2840
differ in,2841
differ,2841
changes,2842
changed,2842
changing,2842
Change,2842
change,2842
was revised due to,2843
revised because of,2843
differs in,2844
Differs in,2844
differs by,2844
differs,2844
differs from,2845
differ from,2845
changed since,2846
change since,2846
has changed since,2846
had to address,2847
has to address,2847
compared between,2848
comparison between,2848
compare between,2848
to address,2849
To address,2849
address,2850
addresses,2850
Compare with,2851
compare to,2851
compare with,2851
changed by,2852
change by,2852
transformed,2853
turned into,2853
transformed into,2853
Revised by,2854
revised by,2854
concluded in,2855
to be concluded in,2855
should be concluded as,2856
should be concluded in,2856
comparison with,2857
comparison to,2857
has changed by,2858
have changed in,2858
has changed in,2858
change in,2859
changed in,2859
changes to,2860
changes in,2860
changed to,2861
changed from,2861
change to,2862
change for,2862
change from,2862
revised for,2863
has been revised,2863
revised,2863
has been revised for,2863
as compared with,2864
as compared to,2864
revised up due to,2865
has been revised up due to,2865
revised up for,2866
revised up,2866
revised up by,2866
average trend of inflation,2867
inflation trend,2867
compares to,2868
compares with,2868
under the,2869
also under,2869
is under,2869
under,2869
compared with,2870
compared to,2870
in comparison to,2871
in comparison with,2871
has GDP growth rate,2872
economic growth rate is,2872
GDP growth rate,2872
characterized by period,2873
described as in period,2873
could include,2874
may include,2874
might include,2874
utilization rate decrease from,2875
utilization rate decrease to,2875
reference date,2876
referred year,2876
reference year,2876
contribution amount,2877
contribution value,2877
rate in June,2878
rate in June 2022,2878
inflation rate for June,2878
previous inflation rate in May,2879
inflation rate in May for,2879
previous inflation rate in April,2879
inflation rate in May,2879
increased activity,2880
activity increased after,2880
promoting,2881
promote,2881
while promoting,2881
aims to encourage,2881
aims to promote,2881
promotes,2881
helps promote,2881
falls slightly for,2882
fell slightly during,2882
fell slowly during,2882
focuses on supporting,2883
aims for support of,2883
intended to support,2883
aimed at supporting,2883
intends to support,2883
aim of support,2883
aims to support,2883
designed to support,2883
designed to provide,2884
Designed to ensure,2884
designed to offer,2884
designed for,2885
designed,2885
be designed for,2885
time span,2886
to time span,2886
from time span,2886
has target of,2887
has target for,2887
has target,2887
targets,2888
target is,2888
target,2888
target for,2889
target to,2889
target of,2889
affected factor,2890
affected by factors,2890
due to factors,2890
mentioned factors affecting,2890
influenced by factors such as,2890
used in production of,2891
is used to produce,2891
experienced growth of,2892
experienced growth in,2892
experienced growth,2892
experiences growth,2893
experiencing growth,2893
has objective,2894
has objective to,2894
had objective of,2894
has overall effect on,2895
has overall effect,2895
from time,2896
From time,2896
to time,2896
have interest rate,2897
has interest rates,2897
has interest rate,2897
time,2898
Time,2898
result in fewer,2899
less,2899
has less,2899
has fewer,2899
by time,2900
At time,2900
at time,2900
is a time of,2901
is a time for,2901
time of,2901
is the time for,2901
is time of,2901
at the time of,2902
at time of,2902
typical coverage duration in,2903
typical duration in,2903
average duration,2903
average duration within,2903
increased output in,2904
output increase after,2904
average output increase,2904
increase in output,2904
when surpassed,2905
surpassed,2905
exceeds level,2906
exceed the level of,2906
exceeded levels by,2906
exceeded level of,2906
down in,2907
was down in,2907
expected to sustain,2908
expected to maintain,2908
has exceeded,2909
exceeded since,2909
exceeded,2909
had exceeded,2909
exceeded by,2909
exceeds,2910
exceeds by,2910
decided to maintain,2911
decided to keep,2911
stands above level,2912
stands above,2912
stand above,2912
Stand below,2913
stands below,2913
stood below by,2913
stands below of,2913
give rise to,2914
gave rise to,2914
gives rise to,2914
intends to maintain,2915
aims to maintain,2915
purpose is to maintain,2915
not increased during,2916
has not increased in,2916
not increased compared to,2916
helps maintain,2917
helps to maintain,2917
helping to maintain,2917
maintained at,2918
maintained for,2918
maintained by,2918
will be maintained at,2919
will maintain,2919
will be maintained,2919
decided to extend,2920
decided to increase and extend,2920
had highest,2921
has the highest,2921
has highest,2921
is highest in,2921
necessary to maintain,2922
needs to maintain,2922
decrease started on,2923
decrease ended on,2923
decided to increase,2924
Decided To Increase,2924
took decision to raise,2925
Decided to raise,2925
decided to raise,2925
decide to raise,2925
Decided to raise by,2925
reaches value,2926
value reached in,2926
reached value,2926
reached value for,2926
returned to levels before,2927
return to levels before,2927
returned to levels after,2927
maintaining,2928
maintain,2928
to maintain,2928
maintains with,2929
maintains,2929
maintains at,2929
at its highest level for,2930
has highest level of,2930
related to highest level,2930
returned to level on,2931
returned to level,2931
reached highest level,2932
reached the highest level,2932
reached level since,2933
reached levels after,2933
reached level after,2933
return to levels of,2934
return to levels,2934
return to level by,2935
return to level,2935
highest level since,2936
highest levels since,2936
have risen to highest levels since,2936
reached highest level since,2936
stood at highest level since,2936
the highest since,2937
highest since,2937
was highest since,2937
reached level,2938
Reached level,2938
reached levels in,2939
reached levels,2939
reached levels by,2939
reached level in,2939
producer of,2940
produced for,2940
be produced at,2940
produced on,2940
produced by,2940
resilience against,2941
needs resilience against,2941
weakening demand,2942
sharply declining demand,2942
declining demand,2942
expected trend over,2943
observed trend over,2943
observed trend,2943
observed trend for,2943
Observed trend among,2943
across,2944
is across,2944
growth rate decreased from,2945
growth rate decreased to,2945
growth rate fell to,2945
decrease in annual growth rate to,2946
annual growth rate dropped to,2946
decrease in annual growth rate from,2946
conclude about,2947
concludes,2947
will conclude,2947
concludes with,2947
conclude,2947
remained solid despite,2948
remained solid in,2948
remains solid despite,2948
intends to stabilize,2949
Aims to stabilise,2949
aims to stabilize,2949
may keep,2950
may stay,2950
remains at,2951
Remains In,2951
remains in,2951
remains a,2951
expansion rate for year 2023,2952
expansion rate for year 2021,2952
expansion rate for year 2022,2952
forecasted expansion for 2023,2953
forecasted expansion for 2022,2953
stabilized after,2954
stabilized during,2954
stabilised at,2955
stabilised in,2955
stabilised,2955
has stabilised,2955
stabilises,2956
stabilisation during,2956
stabilises during,2956
stabilise at,2956
stabilises at,2956
rate amount,2957
current rate in,2957
current rate,2957
current rate amount,2957
stabilized at,2958
stabilized,2958
stabilized in,2958
stabilize,2959
stabilize at,2959
to stabilize,2959
will continue to follow,2960
will continue to have,2960
will continue to support,2961
continuing to support,2961
will continue to provide support to,2961
continue to support,2961
remains supportive of,2962
remain supportive in,2962
reports time period to,2963
reports time period from,2963
no change in,2964
no notable differences in,2964
no significant change in,2964
no major structural change in,2964
no abrupt change in,2964
no significant change due to,2964
projected value for,2965
has projected value,2965
stable at,2966
was stable at,2966
persisted after,2967
persists for,2967
persists after,2967
stay in,2968
stays in,2968
projected to change over,2969
projected change in,2969
was supported by resilience in,2970
supports resilience in,2970
growth decline suggests,2971
growth decline to in,2971
major contribution to,2972
major contribution from,2972
significant contribution to,2972
remained little changed,2973
little changed in,2973
remain,2974
remain for,2974
involved in,2975
involved in action,2975
involved,2975
Also involved,2975
involve,2976
involves,2976
involving,2976
remained resilient despite,2977
proved resilient in the face of,2977
had resilience in,2977
remained resilient relative to,2977
remained resilient by,2977
showed resilience during,2977
shows resilience despite,2977
has resilience to,2977
proved resilient during,2977
remained resilient at,2977
showed resilience,2977
remained resilient,2977
remained more resilient than,2977
showed resilience in,2977
resilient to,2977
showed resilience despite,2977
remained resilient during,2977
showed resilience against,2977
stable since,2978
stability since,2978
has primary objective,2979
has main goal,2979
has a goal of,2979
has goals,2979
has goal,2979
objectives of,2980
main objective of,2980
is an objective of,2980
is objective of,2980
main contributor to,2981
is main contributor,2981
remain strong,2982
remained strong in,2982
remains strong due to,2982
remain strong over,2982
remains strong,2982
remain strong at,2982
has been stable since,2983
remained stable at,2983
remained stable for,2983
remained stable since,2983
remained stable at in,2983
remained stable in,2983
remained stable over,2983
remained stable until,2983
remained stable during,2983
remained stable between,2983
remained stable,2983
remained broadly stable,2984
remained largely stable,2984
remained relatively stable over,2984
remain in place,2985
remain in place for,2985
remains robust due to,2986
remains robust in,2986
remained robust during,2987
remained robust,2987
remained robust despite,2987
remained robust according to,2987
Continuation,2988
continuation in,2988
addressed in,2989
addressed by,2989
addressed,2989
contribute directly to,2990
contributes directly to,2990
mentioned as unchanged,2991
mentioned as unchanged during,2991
negative correlation contributed by,2992
exhibits negative correlation with,2992
negatively correlated with,2992
will stay,2993
will remain,2993
plans to continue,2994
intend to continue,2994
intends to continue,2994
participation by,2995
participation due to,2995
related to participation of,2995
remain unchanged until,2996
remain unchanged from,2996
remain unchanged during,2996
remain unchanged in,2996
remain unchanged while,2996
remain unchanged,2996
continued,2997
continue in,2997
continues in,2997
continued in,2997
continue for,2997
continue,2997
continued to,2997
continue as,2997
continued until,2997
continued at,2997
continued on,2997
continued for,2997
continue doing,2997
continued into,2997
have continued to,2997
should continue for,2997
will continue until,2998
will continue,2998
would continue,2998
planned to continue until,2998
growth rate following event,2999
growth rate after,2999
higher growth rate after event,2999
could contribute to,3000
may contribute to,3000
continues because of,3001
continues due to,3001
decreases use of,3002
decrease in usage,3002
remain in,3003
remain at,3003
to remain at,3003
participate in,3004
participant in,3004
participates in,3004
participated in,3004
participating in,3004
unchanged at,3005
unchanged in,3005
remained during,3006
remained as,3006
remained after,3006
remained,3006
remained in,3006
remain during,3006
remained at,3006
remained for,3006
has remained,3006
remained due to,3006
remains despite,3007
maintained despite,3007
remained despite,3007
continues despite,3007
persisted despite,3007
increases in line with,3008
increased in line with,3008
unchanged compared to,3009
remains broadly unchanged compared with,3009
remains unchanged compared with,3009
previous time of event,3010
time of event,3010
highlights the need for,3011
highlights importance of,3011
highlights importance in,3011
found more important,3012
found particularly important,3012
especially important at,3012
found important,3012
remains broadly unchanged for,3013
remained broadly unchanged at,3013
remained the same,3014
Remained Same As,3014
is becoming important due to,3015
becomes important due to,3015
decline time,3016
decline start time,3016
has period,3017
is a period with,3017
have,3018
Have,3018
has,3018
had a,3019
had,3019
amount to percentage of,3020
amount to as percentage of,3020
percentage amount,3020
is considered particularly important in,3021
considered important for,3021
considers important for,3021
considered important,3021
is considered important during,3021
considered important in relation to,3021
contributing to,3022
Contribute to,3022
contribute to,3022
is to contribute to,3022
has percentage of,3023
has percentage,3023
has percentage value,3023
contributes by,3024
contributes to,3024
contributes in,3024
Contributes to,3024
remained unchanged between,3025
Remained unchanged between,3025
contributed,3026
contributed at,3026
contributed by,3026
contributed to by,3026
contributed to,3026
contributed from,3026
contribution was,3027
contribution of,3027
contribution from,3027
contribution,3027
contribution has been,3027
contribution to,3027
contribution is,3027
with a contribution of,3027
related to contribution of,3027
contribution in,3027
contribution by,3027
contributions to,3027
made contribution to,3027
percentage by,3028
by percentage,3028
indicated for timeframe,3029
indicated for time,3029
time indication,3029
as a percentage of,3030
as percentage of,3030
is important due to,3031
is important because of,3031
are important because,3031
important due to,3031
expected impact on economy in,3032
Expected economic impact,3032
to percentage,3033
from percentage,3033
is important for,3034
important for,3034
is important in,3034
Important for,3034
is of importance for,3035
importance of,3035
importance for,3035
importance to,3035
remained unchanged since,3036
stayed unchanged since,3036
above,3037
was just above,3037
above by,3037
is above,3037
was above,3037
Above,3037
remained unchanged during,3038
was unchanged during,3038
percentage of,3039
percent of,3039
of percentage,3039
is percentage of,3040
is a percentage of,3040
remained unchanged by,3041
remained unchanged until,3041
remained unchanged,3041
remained unchanged in,3041
remained unchanged from,3041
remained unchanged for,3041
remained unchanged at,3041
remains unchanged in,3042
remains unchanged,3042
may need,3043
could require,3043
will require,3043
will need,3043
coverage period start,3044
coverage period end,3044
might use,3045
may use,3045
in relation to the time,3046
refers to time,3046
relates to time of,3046
could be,3047
may be,3047
might be,3047
may have,3047
cover the period of,3048
covers period until,3048
covers period,3048
covers period to,3048
remains essential to support,3049
is essential for,3049
essential for,3049
is essential during,3049
essential to support,3049
is crucial because of,3050
crucial for,3050
is crucial for,3050
is crucial in the context of,3050
could have,3051
would have,3051
would be,3052
would,3052
would be of,3052
made to,3053
make,3053
made for,3053
made,3053
is made to,3053
Makes,3054
makes,3054
create,3055
created in,3055
created for,3055
creates,3055
created by,3055
created,3055
creating,3055
to create,3055
can be,3056
can have,3056
could,3056
should help with,3057
could help,3057
covers time frame from,3058
covers timeframe from,3058
covers timeframe to,3059
covers time frame to,3059
necessity of,3060
necessity due to,3060
would create,3061
could make,3061
could create,3061
can produce,3062
produces,3062
can be produced,3062
can be produced in,3062
can be made,3062
condition expected in,3063
has expectation condition,3063
expected condition,3063
expected condition in,3063
expected to support growth in,3064
likely to support growth when,3064
likely to support growth in,3064
indicating impact of,3065
indicate impact of,3065
increased usage,3066
increases usage of,3066
need for,3067
need of,3067
mainly came from,3068
comes primarily from,3068
mainly from,3068
needed due to,3069
need due to,3069
required for,3070
is required for,3070
required by,3070
required in,3070
required,3070
requires a,3071
requires,3071
is necessary for,3072
necessary for,3072
is needed for,3073
needed for,3073
is needed,3073
directly affect,3074
directly affected by,3074
directly impacts,3074
sources include,3075
sources,3075
indirectly affected by,3076
indirectly impacted by,3076
impacts indirectly,3077
indirectly impact,3077
since period,3078
since time,3078
since time period,3078
has been,3079
have been,3079
have worsened economic outlook due to,3080
worsening outlook for,3080
worsened the outlook for,3080
has happened since,3081
occured since,3081
occurred since,3081
Since,3082
since,3082
has been since,3082
since the start of,3083
since the onset of,3083
began since,3083
since start of,3083
should target,3084
should aim at,3084
intensified around,3085
intensified in,3085
intensified,3085
deterioration,3086
experiences deterioration in,3086
deterioration of,3086
deterioration in,3086
suggests deterioration in,3087
indicates deterioration,3087
worsens,3088
worsen,3088
deteriorated further in,3089
deteriorated,3089
deteriorated in,3089
deteriorated for,3089
deteriorated due to,3089
leads to a deterioration in,3090
leads to deterioration in,3090
led to deterioration of,3090
expects deterioration in,3091
expect deterioration in,3091
expecting deterioration,3091
expect deterioration period,3091
expected deterioration according to,3092
expected deterioration of supply,3092
could worsen,3093
may worsen,3093
because,3094
because of,3094
Because,3094
extended beyond,3095
expand beyond,3095
experience a worsening of,3096
includes worsening of,3096
worsening due to,3096
likely to worsen due to,3096
worsening,3096
extension until,3097
extended during,3097
extended until,3097
expected over,3098
expectation over,3098
anticipated over,3098
worsened due to,3099
worsened,3099
worsened by,3099
worsened since,3100
worsened after,3100
expected change due to,3101
expected change over,3101
expected change from,3101
expected change after,3101
expected to change from,3101
expected to change as,3101
expected change in,3101
expected change,3101
expected change to,3101
expected to change with,3101
expected to change to,3101
expectation of change,3102
expectation for change,3102
extended by,3103
extended,3103
extended into,3103
extended to,3103
able to extend,3104
extend,3104
is estimated to reach,3105
expected to be reached by,3105
expected to reach,3105
time of rate,3106
rate in time,3106
remained weak,3107
remains weak because,3107
remained weak despite,3107
remained weak in,3107
remains weak despite,3107
remained weak during,3107
remained weak due to,3107
remains weaker due to,3107
remains weak due to,3107
remains weak in,3107
expected duration until,3108
projected duration,3108
expected duration on,3108
expected duration,3108
expects duration of,3108
expects APP duration,3108
outcome of,3109
outcome in,3109
outcome was,3109
is outcome of,3109
had rate,3110
has rates for,3110
has rate,3110
has rate of,3110
had a rate of,3110
has rates at,3110
had rate in,3110
had rate of,3110
has rate for,3110
rate was in,3111
rate is,3111
at rate,3111
is the rate of,3111
was rate in,3111
was rate of in,3111
rate for,3111
rate at or above,3111
rate at,3111
rate was,3111
rate,3111
rate of,3111
associated with decline,3112
associated with decline in,3112
has consequence for,3113
has consequences for,3113
has consequence,3113
as consequence of,3114
consequences,3114
a consequence of,3114
consequence on,3114
consequence,3114
consequence of,3114
show results for,3115
shows results of,3115
shows results for,3115
showed results for,3116
showed result,3116
anticipated time,3117
expected time,3117
time expectation,3118
expectation for time,3118
has result of,3119
had result in,3119
resulted from,3120
resulted in,3120
resulting from,3121
resulting in,3121
Resulting from,3121
accounted for decrease in,3122
accounted for part of decline in,3122
decline accounted by,3122
accounted for decline in,3122
ease,3123
eases,3123
as result of,3124
as a result of,3124
Result in,3125
result in,3125
Results in,3126
results in,3126
is a result of,3127
is result of,3127
was the result of,3127
result from,3128
Result of,3128
result of,3128
ending period,3129
end period,3129
attempt to ease,3130
aims to ease,3130
set to ease,3131
to ease,3131
easing,3132
in easing,3132
is easing,3132
related to easing,3132
easing of,3132
have eased,3133
started to ease,3133
was eased by,3133
significantly eased in,3133
eased by,3133
eased in,3133
eased access to,3133
eased since,3133
eased,3133
are eased,3133
eased on,3133
eased over,3133
eased to,3133
expected to ease in,3134
expect easing of,3134
expected to ease over,3134
Expected to ease over,3134
expected to ease,3134
will ease in,3134
will ease,3135
would ease,3135
could ease,3135
previous percent of,3136
had previous percentage of,3136
previous percentage,3136
perform,3137
performance in,3137
perform in,3137
performing in,3137
performs,3137
expected to persist during,3138
is expected to persist,3138
expected to persist,3138
expected to persist until,3138
expected to persist in,3138
is likely to persist,3138
particularly for,3139
especially for,3139
particularly,3139
especially,3139
especially in,3139
particularly in,3139
particularly at,3139
specifically,3140
in particular from,3140
particularly from,3140
in particular,3140
performed at,3141
performed on,3141
performed in,3141
performed as,3142
performed,3142
forecasted expansion in year,3143
forecasted expansion,3143
expansion forecast for this year,3143
includes from,3144
including from,3144
including,3144
includes specifically,3145
particularly includes,3145
to be included in,3146
included in,3146
included,3146
enables provision of,3147
enabled to provide,3147
equipped to provide,3147
includes,3148
Includes,3148
Include,3149
include,3149
weaker contribution in,3150
contributes weaker in,3150
could provide,3151
can provide,3151
may provide,3151
enabled by,3152
is enabled by,3152
enabled,3152
enable,3153
enables,3153
stronger in,3154
stronger than,3154
stronger for,3154
occurred via,3155
occur through,3155
occurs through,3155
occurred through,3155
is provided through,3156
provided through,3156
impact expected to be more significant due to,3157
expected to be more significant in,3157
expected to weaken,3158
is expected to weaken,3158
expected to weaken further in,3159
may weaken further in,3159
projected change in 2023,3160
projected change in 2024,3160
provide to,3161
to provide,3161
provide,3161
provides,3162
provides to,3162
provides in,3162
provides for,3162
differently affects,3163
have different effects on,3163
showed weakness due to,3164
exhibited weakness,3164
is provided by,3165
Provided By,3165
provided by,3165
rate in 2020,3166
predicted rate 2021,3166
rate in 2022,3166
predicted rate 2022,3166
rate in 2021,3166
provided for in,3167
provided for,3167
aim to enhance,3168
aims to enhance,3168
growth outlook for 2024,3169
projected growth 2024,3169
has weakness due to,3170
weakness in,3170
provided to,3171
is provided to,3171
Provided,3172
provided,3172
expected outcome leads to,3173
expected outcome,3173
predicted outcome,3173
expanding into,3174
expansion in,3174
expansion of,3174
expansion into,3174
expanded for,3175
expanded due to,3175
expanded,3175
expansion due to,3175
expanded more for,3175
expanded in,3175
expanded by,3175
forecast for 2023,3176
projection for year 2023,3176
projection for year 2022,3176
projection for year 2021,3176
widen due to,3177
can widen due to,3177
could be widened by,3178
could widen,3178
should be widened to,3178
projected growth 2022,3179
projected growth rate for 2022,3179
projected growth 2023,3180
projected growth rate for 2023,3180
remained low,3181
remain low,3181
remain low in,3181
widened across,3182
widened in,3182
widened on,3182
widened by,3182
widened,3182
widened over,3182
widen,3183
widen by,3183
contributed to weakening of,3184
contributing to weakening of,3184
declined further in,3185
declined less than,3185
declined more than,3185
was weaker than,3186
weaker than,3186
is weakening to,3187
is weakening,3187
continues to improve in,3188
continued to improve,3188
continued to improve in,3188
weakened after,3189
weakness after,3189
leads to an improvement in,3190
leads to improvement in,3190
improvement leads to,3190
led to improvement in,3190
contributed to improvement for,3191
improvement contributed by,3191
contribute to improvement in,3191
contributed to improving,3191
contributes by improving,3191
weakened during,3192
weaken during,3192
weaken,3193
weakens,3193
weakens in,3193
weakening in,3194
weakening at,3194
allow,3195
has allowed for,3195
allows for,3195
allow for,3195
allowed for,3195
allowed,3195
allows,3195
suggests improvement of,3196
suggested improvement in,3196
suggests improvement compared to,3196
indicates an improvement in,3197
shows improvements in,3197
indicates improvement in,3197
indicates greater improvement in,3197
weaker for,3198
weaker in,3198
provide benefit,3199
provide benefit to,3199
resulted in benefit from,3200
benefited by,3200
benefitted from,3200
benefited,3200
benefited in,3200
benefited from,3200
were benefited from,3200
had benefit of,3200
weakened by,3201
weakened due to,3201
weakened owing to,3201
weakened in,3202
weakened,3202
weakened for,3202
reported growth due to,3203
reported growth in,3203
expected to benefit more from,3204
likely to benefit from,3204
expected to benefit from,3204
expected to benefit,3204
benefit from,3205
is a benefit of,3205
benefit is,3205
to benefit from,3205
benefit,3205
benefits from,3205
benefits,3205
benefiting from,3205
benefit of,3205
benefits of,3205
has occurrence time,3206
time occurrence,3206
occurrence time,3206
time of occurrence,3206
can benefit from,3207
Can Benefit From,3207
could benefit from,3207
will benefit from,3208
will benefit,3208
may improve by,3209
could improve,3209
could possibly improve in,3209
may improve,3209
should be improved,3210
needs improvement in,3210
is needed to improve,3210
aim to improve,3211
aims to improve,3211
subsequent increase,3212
subsequent increase year,3212
had a surge in,3213
surged due to,3213
surged in,3213
surged,3213
surge in,3214
is a surge in,3214
had declining contribution of,3215
decline in contribution,3215
Contribution to deposit decline,3215
improvement expected by,3216
improvement expected with,3216
improvement expected from,3216
expected to improve by,3217
expected to improve,3217
expected to improve in,3217
expected to further improve in,3217
is expected to improve due to,3217
started to improve in,3218
started to improve,3218
improved in start of,3218
showed signs of improvement,3219
shows signs of improvement,3219
showed improvement,3219
used to estimate,3220
used for estimating,3220
has improvement,3221
improved since,3221
have improved,3221
improved after,3221
improved with,3222
improved to,3222
improved in,3222
improved,3222
improved by,3222
had reduction relative to,3223
reduction compared to,3223
has reduction compared to,3223
improve,3224
to improve,3224
improve in,3224
improves due to,3225
improve due to,3225
improved due to,3225
improvement due to,3225
intend to raise,3226
plan to raise by,3226
Intends to raise by,3226
intend to raise at,3226
intend to raise by,3226
reduce need for,3227
reduces need for,3227
reduces necessity of,3227
reduces costs from,3228
reduces price for,3228
improves by,3229
improves with,3229
improves,3230
improves further,3230
improved further,3230
should be oriented towards,3231
should be orientated towards,3231
oriented towards,3231
remains despite decline,3232
remained strong despite drop in,3232
remained strong despite decline in,3232
improvement for,3233
improvement,3233
improvement in,3233
improvement from,3233
improvement of,3233
improving in,3234
improving,3234
is improving,3234
guided by,3235
guided towards,3235
contributed to reducing,3236
contribute to reducing,3236
contributed to reduction,3236
expected to continue,3237
projected to continue,3237
likely to continue in,3238
continuation likely,3238
directed towards,3239
directed at,3239
is directed at,3239
come into effect from,3240
Come into effect from,3240
more likely than,3241
