Relation Phrase,Cluster ID
had expectations about,3337
had expectations in,3337
was due to expectations of,3337
similar decline in,3338
experienced similar decline,3338
reports expectancy of,3339
expectancy for,3339
assisted,3340
assisted in,3340
assist with,3341
assist in,3341
trend from timeframe,3342
trend period,3342
trend in time period,3342
trend over time period,3342
will be helped by,3343
will be aided by,3343
allows support to,3344
allowed for support,3344
strong decrease due to,3345
experienced strongest decline in,3345
saw a strong decline in,3345
experienced stronger declines in,3345
expected before,3346
is expected after,3346
expected after,3346
cause reduction in,3347
causes reduction in,3347
Causes reduction in,3347
expectation during,3348
expected during,3348
helps with,3349
helps in,3349
helps,3349
helped,3349
helps during,3349
helped by,3350
aided by,3350
aided,3350
expected to provide,3351
expected provide,3351
significantly higher than,3352
substantially higher than,3352
notably higher in,3352
stated significantly higher,3352
significantly,3353
significantly at,3353
received support by,3354
received support for,3354
expected to remain below level,3355
expected to remain at current or lower levels till,3355
expected to remain below,3355
estimated reduction amount,3356
estimated reduction due to,3356
facilitates increase in,3357
facilitates increase in production,3357
increase encourages,3357
increase enhances,3357
enhance,3358
enhances,3358
expects for,3359
Expects,3359
expects,3359
expects from,3359
helped to support,3360
helped support,3360
had increase concentrated in,3361
increase concentrated on,3361
increase mostly concentrated on,3361
provided support to,3362
provided support in,3362
provided support,3362
provided support for,3362
expectation on,3363
expectation of,3363
expectations of,3363
expectations about,3363
expectations regarding,3363
expectation for,3363
expectation about,3363
expectation in,3363
has expectations of,3364
has expectation of,3364
is supporting,3365
supporting,3365
in supporting,3365
expected to happen in,3366
expected to happen,3366
provides support to,3367
provides support for,3367
provides support,3367
provide support to,3368
provide support for,3368
provide support,3368
providing support to,3368
Support,3369
support,3369
supports,3369
significantly influenced by,3370
significant influence by,3370
is expected in,3371
expected in,3371
expected at,3371
expected to be in,3371
support for,3372
support of,3372
support to,3372
to support,3372
of the support to,3372
is supported by,3373
also supported by,3373
was supported by,3373
has been supported by,3373
supported,3373
supported by,3373
support by,3373
shows impact on,3374
show impact on,3374
forecasts,3375
forecast,3375
to rise in,3376
rised by,3376
rising in,3376
rise in,3376
Rise In,3376
Rise in,3376
rised in,3376
expected from,3377
expected by,3377
suggest output increase due to,3378
suggest increase due to,3378
expected to be,3379
is expected to be,3379
expected for,3379
expected to,3379
is expected to have,3380
expected to have,3380
Rise by,3381
Rise By,3381
rise by,3381
Rise to,3382
Rise To,3382
rises to,3382
Rise at,3382
potential impact on,3383
likely impact on,3383
potential effect on,3383
potential effect of,3383
sought to reduce,3384
seek to reduce,3384
reduction targets for,3385
aimed at reducing,3385
aims to reduce,3385
aims for reduction,3385
aiming to reduce,3385
intended to reduce,3385
supports growth in,3386
support growth,3386
support growth in,3386
growth rate supported by,3386
supports growth,3386
supporting growth in,3386
supports growth via,3386
supports growth of,3386
support growth when,3386
growth supported by,3386
supported growth in,3386
increase indicates,3387
indicates increase in,3387
indicates growth in,3388
indicates growth period,3388
suggests growth in,3389
implies growth in,3389
suggests increase in,3390
suggests increase effect,3390
suggests affect on,3391
suggests effect on,3391
suggests about effects,3391
suggests influence on,3391
suggests impact of,3392
suggests impact from,3392
suggests impact,3392
suggests impact on,3392
Suggest impact of,3393
suggested impact of,3393
suggested impact on,3393
was driver of growth in,3394
driver of growth,3394
main driver of growth for,3394
drove the growth of,3394
drove growth in,3394
Causing,3395
causing,3395
can influence,3396
could influence,3396
is a reason for,3397
reason,3397
reason for,3397
a reason for,3397
reason behind,3397
reason is,3397
reasons,3397
influenced by,3398
influenced in,3398
influenced,3398
is influenced by,3398
influences,3398
influence of,3398
influence,3398
influence on,3398
have influenced,3398
influence by,3398
is influencing,3399
influencing,3399
Induces reduction in,3400
induced to reduce,3400
Induces reduction among,3400
likely if,3401
is likely in,3401
likely to be,3401
is likely to be,3401
likely to have,3401
declined in relation to,3402
declined relative to,3402
growth higher due to,3403
higher growth due to,3403
lead to higher growth in,3403
has significant impact on,3404
significant impact on,3404
Significant impact,3404
may have significant effect in,3404
significant effect on,3404
decline compared to,3405
declined compared with,3405
declined compared to,3405
decline comparison,3406
decline comparison between,3406
reached after increase,3407
reached value after increase,3407
take place after,3408
will take place after,3408
explains impact,3409
explains impact of,3409
could reduce,3410
would reduce,3410
should reduce,3410
would help to reduce,3411
helped to reduce,3411
help reduce,3411
can reduce,3411
can help reduce,3411
helped reduce,3411
is strongly affected by,3412
is heavily affected by,3412
cause,3413
causes,3413
decrease was driven by,3414
decrease driven by,3414
average growth over,3415
average growth between,3415
projected to,3416
is projected in,3416
is projected by,3416
projected to be,3416
projected by,3416
projected,3416
is projected to have,3416
is projected to be,3416
is projected for,3416
projected for,3416
projected to happen,3416
is projected to,3416
has projected,3416
projected at,3416
impacting,3417
is impacting,3417
caused,3418
Caused by,3418
is caused by,3418
was caused by,3418
caused by,3418
is a cause of,3419
cause of,3419
projected to fall in,3420
projected to fall by,3420
describes growth,3421
described growth as,3421
might occur over,3422
occur over,3422
occurs over,3422
expected to fall to,3423
expected to fall from,3423
expected to fall in,3423
expected to fall,3423
expected fall to,3424
expected fall due to,3424
may cause,3425
could be caused by,3425
could cause,3425
can cause,3425
possible cause,3425
potentially causes,3425
could occur due to,3425
would cause,3425
might arise due to,3425
might occur when,3425
potential cause of,3425
could be due to,3425
shows effect of,3426
shows effect on,3426
suggests decline in,3427
suggests decrease in,3427
has projections,3428
has projections in,3428
expected effect on,3429
expected effect from,3429
expected effect related to,3429
expected effect in,3429
take effect from,3430
take effect on,3430
came into effect on,3431
Took Effect In,3431
took effect on,3431
indicates decline,3432
indicates decline of,3432
indicates the decline of,3432
indicates decline in,3432
indicates decrease of,3433
indicates decrease in,3433
increase year,3434
increase by year,3434
increase per year in,3434
increase year on year,3434
increase in percentage over year,3434
projections of,3435
projection of,3435
projections for,3435
projections by,3435
occurs in,3436
occur in,3436
occurs at,3436
leads to in,3437
leads to,3437
lead to,3438
Lead to,3438
has projection for,3439
has projection of,3439
projection for,3440
is projection for,3440
may result from,3441
could result from,3441
could be result from,3441
could result in,3442
may result in,3442
may lead to,3443
could lead to,3443
might lead to,3443
Can lead to,3444
can lead to,3444
reported decrease in,3445
reported decline in,3445
reported decline,3445
decline reported by,3445
reported declining,3445
occurred due to,3446
occur due to,3446
affecting,3447
Affecting,3447
in affecting,3447
decreased to rate,3448
decreased rate,3448
lowered rate,3448
occurred after,3449
occurs before,3449
occurs after,3449
occur after,3449
forecasts inflation for,3450
has inflation forecast,3450
has inflation prediction,3450
affects during,3451
affected during,3451
leads to reduction in,3452
results in reduced,3452
reduction action taken,3452
action resulted in reduction of,3452
resulted in reduction of,3452
occurred in year,3453
occurred from year,3453
rate in time period,3454
rate timeframe,3454
rate time period,3454
is larger in,3455
larger for,3455
larger where,3455
larger than,3455
greater than,3455
is more than,3456
is more,3456
occur during,3457
occurs during,3457
estimate effects on,3458
estimated effect on,3458
used to estimate effects on,3458
estimates effect of,3458
estimate effect,3458
fell sharply in,3459
fallen sharply,3459
fell sharply during,3459
declined markedly in,3459
dropped sharply,3459
dropped sharply due to,3459
fell sharply over period,3459
declined sharply in,3459
higher compared to,3460
was higher compared to,3460
is high compared to,3460
growth surged to,3461
growth surged from,3461
due to higher,3462
high due to,3462
high because of,3462
During,3463
during,3463
is during,3463
Was during,3464
was during,3464
fell significantly after,3465
has fallen significantly,3465
fallen significantly in,3465
in reducing,3466
reducing,3466
by reducing,3466
to reduce,3467
reduce,3467
is to reduce,3467
Accounted for increase between,3468
increase accounted by,3468
increase accounted for by,3468
effects through,3469
affects through,3469
affected through,3469
primarily affects,3470
mainly affects,3470
more affected,3471
more affected by,3471
more affected due to,3471
affected more by,3471
more impacted,3472
more impacted than,3472
after decline in,3473
after decline,3473
after a decline,3473
Decline after,3474
decline after,3474
after decrease was,3475
was before decrease,3475
growth rate value,3476
growth value,3476
occurred at,3477
occurred in,3477
occurred on,3477
happened in,3477
occurred when,3478
occurred,3478
decline around,3479
declines around,3479
decline again around,3479
declines along,3479
increased faster than,3480
increased more rapidly than,3480
increased more quickly than,3480
increased sharply post,3481
increased sharply in,3481
also increased sharply,3481
growth rate amount,3482
growth amount,3482
R annual growth rate,3483
R growth rate amount,3483
occurred during,3484
take place during,3484
took place during,3484
happened during,3484
took place from,3485
took place in,3485
took place on,3485
considers effect on,3486
considers effect of,3486
significantly affected,3487
significantly affected by,3487
significantly affects,3487
will be significantly affected by,3487
significantly affected due to,3487
decreased significantly for,3488
decreased significantly in,3488
reduction due to,3489
reduced due to,3489
growth amid,3490
growth pace amid,3490
growth pace in,3490
increased in growth pace,3490
was higher than,3491
higher than,3491
Higher than,3491
Can decrease,3492
can decrease to,3492
will decrease in,3492
will be reduced,3493
will be reduced by,3493
higher for,3494
is higher for,3494
is higher by,3494
was higher in,3495
are higher in,3495
were higher in,3495
higher in,3495
is higher in,3495
might be impacted by,3496
would be affected by,3496
could affect,3496
will be affected by,3496
potentially affected,3496
could be affected by,3496
would affect,3496
could impact,3496
could have impacted,3496
may affect,3496
might affect,3496
can affect,3496
Impact Should Be Considered On,3497
needs to be considered for impact on,3497
time period end of,3498
time period end,3498
considers impact on,3499
considers impact of,3499
looks at impact of,3500
examines impact of,3500
impacted,3501
impacted by in,3501
is impacted by,3501
impacted by,3501
especially affected by,3502
particularly affected,3502
particularly affected by,3502
specifically affect,3503
particularly affecting,3503
especially affects,3503
particularly affect,3503
particularly affects,3503
decline to below,3504
declined to below,3504
decrease to below,3504
expected decline to by year,3505
expected decline by year,3505
reduced with,3506
Reduced by,3506
reduced,3506
reduced by,3506
reduced in,3507
was reduced in,3507
be affected,3508
be affected by,3508
grew by,3509
grew by in,3509
expected impact on,3510
impact expected in,3510
expected to have impact on,3510
expected impacts are,3510
expected to impact,3510
for assessing impact of,3511
used to assess impact of,3511
used to assess impact on,3511
impact of,3512
impacts on,3512
impact on,3512
impact on by,3512
Impact on,3512
impacts,3513
impact,3513
impact is,3513
linked to decrease in,3514
related to decrease in,3514
decreases affected,3515
affected by decrease in,3515
projected to reduce to,3516
expected to reduce,3516
expected to be reduced by,3516
expected to reduce by,3516
growth rate percentage,3517
growth percentage,3517
grew from,3518
grew to,3518
grew in,3519
has grown in,3519
anticipated to be affected by,3520
expected to be affected by,3520
anticipated to affect,3521
expect to affect,3521
expected to affect,3521
is expected to affect,3521
impact estimated by,3522
estimated to impact,3522
estimate impact,3523
estimate impact on,3523
assesses impact of,3524
assesses impact on,3524
Affected by,3525
was affected by,3525
affected by,3525
has been affected by,3525
affected,3525
is affected by,3525
affected at,3526
affected in,3526
expected to decrease due to,3527
expected to decrease,3527
expect decrease in,3527
has forecast for,3528
forecast for,3528
previous time period,3529
from period before,3529
previous period,3529
previous time frame,3529
after time period,3529
assess impact on,3530
assess the impact,3530
evaluates impact on,3531
evaluate impact of,3531
forecasted to be,3532
forecasted for,3532
is forecasted by,3532
forecasted in,3532
forecasted at,3532
forecasted,3532
is forecasted to be,3532
forecasted by,3532
is forecasted for,3532
affects on,3533
affect on,3533
Affects,3533
affects,3533
expected decline by,3534
expected decline,3534
expected decline from,3534
expected decline after,3534
expected decrease by,3534
predicted for,3535
predicts about,3535
predicted based on,3535
predicted in,3535
predicted to be,3535
predicted by,3535
predicts for,3535
prediction for,3535
predicts,3536
predict,3536
provided contribution to growth in,3537
contribution to growth in,3537
Had effect on,3538
had effect on,3538
has had impact on,3539
has impact on,3539
has impact,3539
have impact on,3539
has an impact on,3539
had impact of,3540
had impact on,3540
had impact in,3540
refers to time frame between,3541
timeframe between,3541
refers to timeframe of,3541
time period between,3541
represents period,3542
represents period of,3542
refers to period,3542
represents time period,3542
contributed to growth of,3543
contributed to growth in,3543
had a contribution on growth in,3544
made contribution to growth in,3544
growing due to,3545
due to growth in,3545
have effects on,3546
has effect on,3546
have effect on,3546
has effects on,3546
have effect,3546
decreased by amounts,3547
amount decreased by,3547
decreased by amount similar to,3547
predicts decline in,3548
predicts decline by,3548
predicted decline in,3548
forecast for decline in,3548
time increase end,3549
time increase start,3549
has forecast rate,3550
forecast rate,3550
increase rate,3551
rate of increase,3551
rate increase in,3552
rate increase to,3552
increase from rate,3552
increase in rates for,3552
rate increase from,3552
over period,3553
over period of,3553
associated with time period,3554
related to time period,3554
growth rate recorded in,3555
recorded growth rate,3555
recorded growth rate in,3555
Effect on,3556
effects on,3556
effect on,3556
Effect of,3557
effects of,3557
effect of,3557
projected to decrease by,3558
projected decline to,3558
projected to decline by,3558
is projected to decline due to,3559
is projected to decline in,3559
refers to time frame until,3560
has time frame until,3560
DecreasedToValue,3561
DecreasedFromValue,3561
Expects over year,3562
expected to reach in year,3562
referencing time period,3563
referenced time period,3563
time period reference,3563
reference period,3564
referenced period,3564
referred period,3564
referencing period,3564
anticipates increase in,3565
anticipate increase in,3565
anticipate price increase,3565
anticipates higher increases,3565
started raising interest rates because of,3566
raised interest rates because,3566
started raising interest rates,3566
is associated with timeframe,3567
related to timeframe,3567
had growth of,3568
had growth in,3568
had growth,3568
growth from,3569
has growth in,3569
growth from to,3569
growth in,3569
growth by,3569
by growth of,3569
increase intended to support,3570
increased to support,3570
increase supported by,3570
supported by increase in,3570
supported increase when,3570
supported increase in,3570
decline expected until,3571
expected to decline until,3571
Interest Rate Raised To,3572
interest rate increased to,3572
raised interest rates on,3573
raised interest rates by,3573
growth rate described as,3574
describe growth rate,3574
declined marginally,3575
declined slightly in,3575
declined marginally compared to,3575
time period start,3576
time period start of,3576
expected to decline due to,3577
expected to decline because of,3577
increased following,3578
Increases following,3578
inflation increase in,3579
rise in inflation due to,3579
inflation rate increased to,3580
inflation increased according to,3580
inflation rate increased from,3580
projected inflation rate,3581
expected inflation rate,3581
forecasted inflation rate,3581
has time period,3582
has time frame from,3582
has time frame,3582
has timeframe,3582
over the time frame of,3583
over time frame,3583
over time period,3583
growth rate compared with,3584
growth rate compared,3584
growth rate comparison with,3584
growth rate compared to,3584
growth rate comparison for,3584
growth rate comparison,3584
growth compared between,3585
growth compared with,3585
growth compared to,3585
compares growth to,3585
seeing decline according to,3586
seeing decline in,3586
number estimated,3587
is estimated number of,3587
estimated by,3588
estimated with,3588
provides estimate,3588
has estimate,3588
estimated as,3588
estimated based on,3588
estimates,3588
has estimate for,3588
estimated from,3588
estimate for,3588
estimated to be,3588
estimated for,3588
estimate on,3588
is estimated to be,3588
estimated on,3588
estimated,3588
estimated at,3588
estimated to have,3588
estimated in,3588
in period of,3589
in the period of,3589
in period,3589
is period of,3589
in the period,3589
is in period,3589
period of,3589
significant rise,3590
significant rise cause,3590
can increase significantly,3590
expect significant increase,3590
rise significantly,3590
inflation amount,3591
inflation amount in,3591
expected to receive amount,3592
expected amount,3592
expected amount for,3592
growth continued,3593
growth continued to,3593
continues to grow,3594
continues to expand,3594
Declining on,3595
declining at a,3595
Expected to decline,3596
expected to decline,3596
expected to decline in,3597
expected to decline as,3597
caused spike in,3598
caused surge in,3598
has inflation rate,3599
had inflation rate,3599
had inflation,3599
had inflation rate of,3599
used for time period,3600
is for time period,3600
for time period,3600
TimeFrame,3601
Timeframe,3601
time frame,3601
timeframe,3601
growth increased to,3602
growth increased from,3602
growth rate increased from,3603
growth rate increased to,3603
expected rate in,3604
expected rate,3604
anticipated rate,3604
expected rates in,3604
estimated rate on,3605
estimated rate in,3605
estimated rate amount,3605
estimated amount,3606
estimated total,3606
of the estimated total,3606
growth rate is,3607
growth rate,3607
Growth Rate At,3608
growth rate in,3608
growth rate for,3608
growth rate of,3608
declined for,3609
declined despite,3609
declined due to lower,3609
declined on,3609
declined to in,3609
declined by in,3609
declines to,3609
declined in,3609
declined at,3609
declined,3609
declined due to,3609
declined from,3609
declined to,3609
declined by,3609
declined because of,3609
declined after,3610
declined during,3610
inflation rate 2022,3611
inflation rate 2021,3611
inflation expectation 2022,3612
inflation expectation 2023,3612
inflation expectation 2021,3612
predicted rate in,3613
predicted rate,3613
timeframe of,3614
for timeframe,3614
timeframe for,3614
is for timeframe,3614
within timeframe,3615
is in timeframe,3615
in timeframe,3615
had growth rate of,3616
had a growth rate of,3616
had growth rate,3617
had growth rate in,3617
decline since,3618
has declined,3618
declined since,3618
increase percentage,3619
percentage increase from,3619
increase percentage in,3619
increased by percentage in,3619
percentage increase amount,3619
percentage increase,3619
rise percentage,3620
rise by percentage,3620
projected rate,3621
projected rate in,3621
projected rate for,3621
is projected rate,3622
has projected rate in,3622
had annual growth rate of,3623
had annual growth rate in,3623
had annual growth rate in period,3623
annual growth rate occurred in,3623
increase in relation to,3624
related to increase,3624
corresponds to increase,3624
inflation value,3625
inflation rate value,3625
is the annual growth rate of,3626
has annual growth rate for,3626
has annual growth rate,3626
annual growth rate,3627
annual growth rate in,3627
is in time period,3628
in the time period,3628
in time period of,3628
in time period,3628
time period of,3629
time period for,3629
attributed to decrease in,3630
decrease attributed to,3630
inflation rate for,3631
inflation rate of,3631
Inflation Rate In,3632
inflation rate in,3632
value after decrease,3633
value after decline,3633
increased relative to,3634
increase relative to,3634
average amount after decrease,3635
amount after declining,3635
amount after decrease,3635
amount after decline,3635
declined by amount,3636
decline amount,3636
amount of decline,3636
associated with increased,3637
associated with significant increase in,3637
due to significant increase in,3637
decreases,3638
decreases from,3638
decreases for,3638
decreases by,3638
decreased slightly,3639
decreased slightly from,3639
decreased slightly between,3639
could rise,3640
could rise over,3640
experienced decline in,3641
experienced decline of,3641
experience decline in,3641
may rise further,3642
rise further to,3642
rise more than,3642
decrease compared to,3643
showed decrease compared to,3643
decreased compared to,3643
trend prediction,3644
predicted trend,3644
decline observed in,3645
observed decrease in,3645
observed decline in,3645
continued to decline in,3646
continued to decline until,3646
continues to decline due to,3646
decline continued until,3646
decrease since,3647
decreased since,3647
expected timeframe,3648
expectation for timeframe,3648
expected in time frame,3648
expectations over time frame,3648
expectation time frame,3648
expected in timeframe,3648
expectancy time frame,3648
is expected timeframe,3648
expected in time period,3648
previous increase value,3649
previous increase,3649
increase last time,3649
had decrease between,3650
had decrease by,3650
decline for,3651
decline to,3651
decline to by,3652
to decline to by,3652
previous value in,3653
previous value,3653
previous rate amount,3654
previous amount,3654
time of previous rate,3654
previous rate,3654
previous rate value,3654
had previous rate of,3654
projected for year,3655
projection for year,3655
projection year,3655
issues causing price increase,3656
price increase caused by,3656
reason behind price increase,3656
causes rise in cost,3656
price increase contributed by,3656
reported rise of,3657
reported increase of,3657
reported increase,3657
reported higher,3657
reported increased,3657
reported increases during,3657
reported increase in,3657
expected trend,3658
expected trend in,3658
expected trend according to,3658
expected trend following,3658
expected trend during,3658
expected trend in time,3659
expected trend in time period,3659
decrease in,3660
Decrease In,3660
indicated increase in,3661
stated increase of,3661
expected growth compared to,3662
expected growth relative to,3662
price rise in,3663
price increase by,3663
price increase in,3663
cost increase for,3664
increased cost due to,3664
increased cost for,3664
increase in cost by,3664
cost increased,3664
contributed to the decline in,3665
contributed to decline of,3665
contributed to decline in,3665
contributes to decline in,3665
contributed to decrease in,3665
contributed to decline,3665
contribute to decline in,3666
contribute to decline of,3666
started to decline,3667
started to decline since,3667
decline began in,3668
decline started,3668
decline started in,3668
decrease from,3669
Decrease From,3669
decrease to,3670
Decrease To,3670
in declines,3671
declines in,3671
may be enhanced by,3672
will help to enhance,3672
could enhance,3672
should enhance,3672
projected to grow by,3673
expected to grow by,3673
is expected to have grown in,3673
expected to grow in,3673
projected growth year,3674
projected growth for year,3674
value after increase,3675
new value after increase,3675
after increase value is,3675
decrease during,3676
decreases during,3676
decline mainly driven by,3677
decline driven by,3677
driven by decline in,3677
risen since,3678
Rise since,3678
rise since,3678
decline of,3679
decline in,3679
decline from,3679
demand increase,3680
demand increase for,3680
needs increased demand for,3680
demand has risen in,3680
higher demand during,3680
increases demand for,3680
increase in demand,3680
increase demand leads to increase,3680
indicated increase in demand for,3680
increased demand,3680
reason for increased demand,3680
Rise in value,3681
rise to value,3681
increase from value,3682
increase from value in,3682
increase to value in,3682
value increased by,3683
increase value,3683
increased value,3683
decreased because of,3684
decreased due to,3684
due to decline in,3685
has been declining due to,3685
is declining due to,3685
decline due to,3685
declining due to,3685
resulted in decline in,3686
led to a decline in,3686
led to decline,3686
led to decline in,3686
showed decline,3687
showed a decline due to,3687
had decline in,3687
had a decline in,3687
showed decline in,3687
showed decline of,3687
saw a decline in,3687
leads to decline in,3688
leads to decline,3688
Leads to decline of,3688
leads to decrease in,3689
lead to a decrease in,3689
caused decline on,3690
caused decline in,3690
decline caused by,3691
decline primarily caused by,3691
expected increase for 2021,3692
expected to increase by in 2021,3692
reason for decline is,3693
reason for decline,3693
reason of decline,3693
expected growth in,3694
expected growth by,3694
expected growth due to,3694
expected growth,3695
Expected growth,3695
Decreased By,3696
Decreased by,3696
decreased by,3696
causes decrease,3697
decrease caused by,3697
decrease cause,3697
cause decrease,3697
cause of decrease,3697
caused decrease of,3698
caused decrease in,3698
causes decline in,3699
cause of decline,3699
cause of decline of,3699
cause of decline in,3699
decline cause,3700
decline causes,3700
projected growth,3701
projected growth for,3701
projected growth in,3701
decreased from,3702
Decreased from,3702
decreased from to,3702
decreased to,3702
expected growth rate in,3703
Expected growth rate,3703
expected growth rate,3703
expected growth rates for,3703
decreased at,3704
decreased in,3704
decreased,3705
Decreased,3705
forecasted growth rate for,3706
forecasted growth rate,3706
has projected growth rate of,3707
has projected growth rate for,3707
predicted growth rate of,3708
predicted growth rate for,3708
predicted growth rate,3708
average increase amount,3709
increase by average,3709
increase average,3709
average increase,3709
projected growth rate for,3710
projected growth rate in,3710
Projected growth rate,3711
projected growth rate,3711
is expected to rise under,3712
projected to rise over,3712
expected to rise over,3712
increase attributed to,3713
increase attributed to rise in,3713
may be higher over,3714
could be higher in,3714
risen,3715
Risen,3715
risen to,3715
timeframe of increase,3716
increase from timeframe,3716
increase in timeframe,3716
Increase Time,3717
IncreaseTime,3717
increase for period,3718
increase in period,3718
increase period,3718
has increase for period,3718
increased after period,3719
increased during period,3719
increased over period,3719
increased by during period,3719
increased in time period,3720
increased by over the period,3720
increase until,3721
increased until,3721
increase could affect,3722
could influence increase in,3722
affected by increase in,3723
affected by increased,3723
increases affected,3723
Increased marginally between,3724
increased marginally to,3724
increased marginally,3724
could be higher due to,3725
may be higher due to,3725
could be higher due to increase in,3725
expected to be higher by,3726
anticipated to be higher around,3726
anticipated to be higher by,3726
increased somewhat for,3727
increased somewhat from,3727
increased somewhat in,3727
increased slightly over,3728
increased slightly between,3728
may be increased by,3729
could be increased by,3729
will likely increase,3730
likely to increase,3730
IncreasedByAmount,3731
increaseAmount,3731
could increase,3732
may increase due to,3732
may increase,3732
might increase,3732
may cause to rise,3733
might rise due to,3733
increase across,3734
increased across,3734
Increase across,3734
shows increase,3735
shows increase in,3735
shows increase for,3735
Total amount after increase,3736
total after increase,3736
amount after increase,3736
total amount after increase,3736
total amount after average increase,3736
final total after increase,3737
final amount after increase,3737
increases lead to,3738
increase leads to,3738
Increase contributed by,3739
increase contributed by,3739
responsible for increase in,3740
responsible for the increase in,3740
contributed to increase in,3741
Contributed To Increase In,3741
contributed to increase,3741
contributed to increase of,3741
contributed to rise in,3742
contributed to rise,3742
amount increased to,3743
amount increased from,3743
increased amount,3744
increased by amount,3744
Increase Amount,3745
increase amount,3745
amount increase,3746
amount of increase,3746
Increasing In,3747
increasing in,3747
by increasing,3747
increasing,3747
was increasing,3747
expected to raise,3748
expects to raise,3748
expected to increase in year,3749
increase expected in year,3749
Increase,3750
increase,3750
projected increase,3751
increase projected,3751
increase compared to,3752
increased compared to,3752
increased more compared to,3752
Increased compared with,3752
expected to increase by according to projections,3753
is projected to increase by,3753
is projected to increase due to,3753
projected to increase by,3753
expected increase over,3754
expected increase under,3754
increase under,3755
increases over,3755
increased over,3755
increase over,3755
increases under,3755
increased after,3756
increased before,3756
after increasing,3757
increasing after,3757
after the increase,3758
after increase became,3758
after increase,3758
have continued increase,3759
continued to increase,3759
continued to increase up to,3759
continued to increase due to,3759
have continued to increase,3759
continued to increase in,3759
continued to rise due to,3759
continued to rise,3760
continued rising,3760
cause rise in,3761
cause for rise in,3761
increase cause,3762
increase causes,3762
expected to increase over,3763
is expected to increase over,3763
expected to rise in,3764
expected to rise due to,3764
expected to rise towards,3765
expected to rise to,3765
increased during,3766
increased by during,3766
has increase during,3766
Increased during,3766
increases during,3766
increase during,3766
expected increase of,3767
expected increase in,3767
expected increase by,3767
expected increase for,3767
increases by,3768
Increases with,3768
increases with,3768
reason for increase,3769
reason for increase in,3769
Reasons for increase,3769
caused increase of,3770
increase caused by,3770
caused increases in,3770
caused increase in,3770
caused rise in,3770
cause of increase in,3771
causes increase in,3771
cause for increase,3771
cause of increase,3771
increase expected in,3772
increase expected due to,3772
expect increase due to,3773
expect increase in,3773
expect increase by,3773
expect increase of,3773
expect to increase in,3773
expected to increase by,3774
expected to increase on,3774
expected to increase in,3774
is expected to increase from,3775
is expected to increase to,3775
Rise Due To,3776
Rise due to,3776
rise due to,3776
leads to an increase of,3777
leads to increase of,3777
leads to increase in,3777
Leads to increase in,3777
led to increase in,3778
led to increases in,3778
increases in,3779
increases,3779
increases from,3779
experienced increase,3780
experienced an increase,3780
experienced increase in,3780
increase with,3781
increase by,3781
Increase By,3781
Increase by,3781
results in increase of,3782
resulted in increase in,3782
had increase between,3783
increase occurred between,3783
increase between,3783
increased to since,3784
increase since,3784
increased since,3784
has increased since,3784
had increase by,3785
had increase in,3785
had increase of,3785
showed increase in,3785
has increase of,3786
has increase by,3786
Increase due to,3787
increase due to,3787
increase in,3788
increase of,3788
Increase in,3788
increase from to,3789
increase to,3789
increase from,3789
increased,3790
increased more in,3790
increased in,3790
has increased,3791
has increased in,3791
have increased,3791
is increased by,3792
Is increased by,3792
has increased due to,3793
have increased due to,3793
increased due to,3794
increased more due to,3794
increased because of,3794
Increased by,3795
increased by,3795
increased to in,3796
increased by in,3796
Increased To,3797
increased to,3797
increased from to,3798
increased from,3798
soared to levels not seen since,4054
related to financing growth,3997
participants seek to hedge,4137
growth driven differently in,3979
to ensure consistency with,3886
approved on the same day as,4100
could be unleashed upon,3832
reduced due to fall in,3845
occurred around,4185
object of revision,4687
first aim to analyze,4076
holdings in,4256
shows levels for,3840
associated with rate,4060
percentage of population,4180
higher than before,3882
done after,3931
expected period of decline,4198
inflation rate compare,4262
was approximately,3892
concentrated among,3860
savings form for,4133
role in consumption,4753
number of waves,4215
may call into question continuance of,4089
expected to lead to,4044
involves increase in,4023
aim with,3900
has sampling units,3928
tightening above,4244
strive to retain,4246
finance payments to,4148
intensifies at time,4029
mitigates fallout for,3814
is positive as per,3870
representative for,4620
expected to be negative in,3870
eases beyond,4708
brought closer by,4153
increase masked by,4475
good hedge against,4137
AssociatedWith,3891
revised from,4687
tightness in,4244
remains tight due to,4244
needs for consistency,3886
loss of trust with onset of,4091
uses for estimation,3953
adjustments by,4041
risk weakening,3932
includes consequence of,4008
highest inflation rate,4262
monitor developments for implications,3809
reflect pressures in,3833
fall in activity led to stagnation in,3845
fell back to,3845
increase noted since,4023
represents percentage of respondents,4180
requires information on,4088
impact may be larger in,3805
weighing on due to,4010
consider switching from,4439
moved between,3920
mitigation after,3814
may decide action in,4357
both favors,4608
represents start of,3965
revealed increase in,4023
pointed towards expectations for,4044
incremental fall by,3845
agreed to ban,4379
anticipate decline,4198
weighed heavily on,4010
for building,4022
took place until,3868
relative to levels in,3840
rose markedly in,4202
consideration before,4182
devote more space to,4528
surged in anticipation of,4542
risks are characterized as,3890
attributed to slowing in loan growth,3997
can be confused with,3973
happened to,4489
decline in commodity prices assumed in,4198
remain as,4233
reflected considerations over,3833
exists alongside tightening of,4244
frequency of news sensitivity,4706
looks small compared to,3959
would face obstacles if,3960
should be addressed to enhance,4038
were subdued in,3865
revert widening partially,4652
outlook status,4391
moderation location,4294
largest drop observed in,3845
cause by,4695
